Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"backend","GMS.Application/Services/AuthService.cs","","","Invalid or expired verification code / رمز التحقق غير صحيح أو منتهي الصلاحية.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","This gym is currently inactive.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid or expired verification code / رمز التحقق غير صحيح أو منتهي الصلاحية.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid or expired verification code / رمز التحقق غير صحيح أو منتهي الصلاحية.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","An error occurred. Please try again.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","An error occurred. Please try again.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid or expired activation code.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Unable to activate this account.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Unable to activate this account.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Invalid or expired activation code.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Unable to activate this account.","A","Failure","","localize"
"backend","GMS.Application/Services/AuthService.cs","","","Unable to activate this account.","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to load follow-ups / فشل تحميل المتابعات","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to load summary / فشل تحميل الملخص","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to load follow-up / فشل تحميل المتابعة","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to create follow-up / فشل إنشاء المتابعة","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to record call outcome / فشل تسجيل نتيجة الاتصال","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to complete follow-up / فشل إكمال المتابعة","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to retrieve call sheet / فشل جلب قائمة الاتصال","A","Failure","","localize"
"backend","GMS.Application/Services/CallSheetService.cs","","","Failed to compute renewal rate / فشل حساب معدل التجديد","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense amount must be greater than zero.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense category is required.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense category must be a structured running-cost category.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense type is required.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense type is invalid for the selected category.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense payment method is invalid.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Cash running costs require an open shift.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","The selected cash shift is not open for this expense.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Authenticated staff profile was not found for this gym.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Invalid expense date range.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense not found.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense amount must be greater than zero.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense category is required.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense status must be posted or void.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","The selected cash shift is not open for this expense.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","A posted cash expense on a closed shift cannot be moved or edited.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","A cash expense requires an open shift.","A","Failure","","localize"
"backend","GMS.Application/Services/CashExpenseService.cs","","","Expense payment method is invalid.","A","Failure","","localize"
"backend","GMS.Application/Services/DebtorsService.cs","","","Failed to retrieve debtors / فشل جلب قائمة المدينين","A","Failure","","localize"
"backend","GMS.Application/Services/DebtorsService.cs","","","Failed to retrieve debtors / فشل جلب قائمة المدينين","A","Failure","","localize"
"backend","GMS.Application/Services/DebtorsService.cs","","","Failed to retrieve debtor summary / فشل جلب ملخص المديونيات","A","Failure","","localize"
"backend","GMS.Application/Services/DebtorsService.cs","","","Failed to retrieve outstanding sales / فشل جلب المبيعات المستحقة","A","Failure","","localize"
"backend","GMS.Application/Services/DebtorsService.cs","","","Failed to send payment reminder / فشل إرسال تذكير الدفع","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Department not found / القسم غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Name is required / الاسم مطلوب","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Department name already exists / اسم القسم مستخدم بالفعل","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Department not found / القسم غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Name is required / الاسم مطلوب","A","Failure","","localize"
"backend","GMS.Application/Services/DepartmentService.cs","","","Department name already exists / اسم القسم مستخدم بالفعل","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Invalid payment method / طريقة دفع غير صالحة","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Electronic drop-in payments must be authorized through a gateway before booking / يجب اعتماد مدفوعات الدخول الإلكتروني عبر البوابة قبل الحجز","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Guest name and phone are required / اسم ورقم هاتف الضيف مطلوبان","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Guest name or phone is too long / اسم الضيف أو هاتفه طويل جداً","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Account credit requires a member / رصيد الحساب يتطلب عضواً","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Session not found / الحصة غير موجودة","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Session is cancelled / الحصة ملغاة","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Session already ended / انتهت الحصة","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Drop-in not available for this class / الدخول الفردي غير متاح لهذا النشاط","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Member not found / العضو غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Staff user not found / لم يتم العثور على المستخدم","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","No open shift for cash payment / لا توجد وردية مفتوحة للدفع النقدي","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Full drop-in payment is required before booking / يجب دفع قيمة الدخول الفردي كاملة قبل الحجز","A","Failure","","localize"
"backend","GMS.Application/Services/DropInService.cs","","","Member's account credit balance is insufficient / رصيد العضو غير كافٍ","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Employee not found / الموظف غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Unable to activate this account. / لا يمكن تفعيل هذا الحساب.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Invalid or expired activation code.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Invalid or expired activation code.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","This activation code has already been used.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Invalid or expired activation code.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","Unable to activate this account.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAppActivationService.cs","","","This activation code has already been used.","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAttendanceService.cs","","","Employee not found / الموظف غير موجود","A","Failure","","localize"
"backend","GMS.Application/Services/EmployeeAttendanceService.cs","","","Already checked in today / تم تسجيل الحضور بالفعل اليوم","A","Failure","","localize"
